Name,Code,Type,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
East Asia & Pacific (excluding high income),EAP,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17817801974,17443884154,18343740488,22105236302,23389677478,23004238859,27349781671,30677054372,31346836050,29077162787,34354789091,37991772473,43204793160,49907795061,68525954401,79663666532,88717903585,66782238969,82941095953,1.03E+11,1.23E+11,1.35E+11,1.60E+11,1.84E+11,2.09E+11,2.29E+11,2.43E+11,2.46E+11,2.58E+11,2.80E+11
Early-demographic dividend,EAR,Regions Clubbed Economically,Military expenditure (current USD),2716315242,2557648223,3651600091,4584968645,5243448946,5933334004,5954668237,6367488919,7090933516,8215601256,9272461193,10148565007,11070577416,14789445135,21472480482,25929409558,30568412742,44641246460,48939789484,53395619059,62640534951,72445008089,74683847925,70372897676,70380199740,65878469676,53647897688,76247064640,81718763786,73012428500,81824560179,84912427500,86313344397,70809659745,71553811110,73126805211,76048408901,86685254411,89621248049,92222177526,99185359861,1.00E+11,92913956625,1.13E+11,1.29E+11,1.46E+11,1.25E+11,1.45E+11,1.63E+11,1.73E+11,1.94E+11,2.11E+11,2.28E+11,2.43E+11,2.55E+11,2.55E+11,2.35E+11,2.54E+11,2.53E+11
East Asia & Pacific,EAS,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72251532951,74851232873,81670958372,90126446942,99090511654,1.05E+11,1.18E+11,1.17E+11,1.12E+11,99452853797,1.13E+11,1.19E+11,1.17E+11,1.24E+11,1.50E+11,1.69E+11,1.84E+11,1.63E+11,1.85E+11,2.13E+11,2.36E+11,2.60E+11,3.00E+11,3.24E+11,3.39E+11,3.61E+11,3.67E+11,3.78E+11,3.93E+11,4.20E+11
Europe & Central Asia (excluding high income),ECA,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16149303810,21332072187,22509173536,26961905919,30862374505,21303474766,20452098399,22744755312,22874671106,27559841772,32598514932,38146826811,47355476408,57880808517,72517065372,89688098282,80710439035,89635276519,1.03E+11,1.15E+11,1.24E+11,1.19E+11,97079517784,99303623795,98245283622,97497803031
Europe & Central Asia,ECS,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99E+11,2.08E+11,2.24E+11,2.29E+11,2.17E+11,2.08E+11,2.05E+11,1.90E+11,1.89E+11,2.09E+11,2.53E+11,2.88E+11,3.02E+11,3.20E+11,3.69E+11,4.13E+11,3.86E+11,3.83E+11,4.08E+11,4.02E+11,4.11E+11,4.07E+11,3.48E+11,3.51E+11,3.62E+11,3.85E+11
Ecuador,ECU,Country,Military expenditure (current USD),22400000,18700000,18300000,17100000,20600000,23800000,22900000,25300000,29300000,39700000,30700000,29700000,37300000,49200000,74800000,102000000,117000000,205000000,164000000,186000000,209000000,234000000,229000000,200000000,193000000,284000000,207000000,207000000,198000000,189000000,202000000,209000000,211000000,276000000,291000000,475000000,419000000,499000000,549000000,296000000,266000000,384000000,505000000,739000000,710000000,954000000,950000000,1310000000,1646000000,1949000000,2094000000,2453700000,2589776000,2735825000,2786519000,2597510000,2513200000,2462700000,2549400000
Egypt,EGY,Country,Military expenditure (current USD),,,249697766.8,335799697.8,448499596.4,515199536.3,481849566.3,508299542.5,648599416.3,888949199.9,1092499017,1266148860,1066049041,1243856105,1852779425,1926890602,2201613068,2751058001,2485279987,1152855496,1361426627,1817140261,2307139561,3004281422,3742137511,4203565423,4727136104,4805707420,4453565066,3516344801,2260645161,1345757343,1415819974,1526165392,1714409786,1948876986,2115742979,2267650314,2372048406,2447978794,2627698334,2834256230,2902768425,2383914898,2369743586,2659439714,2952520159,3306908257,3779880350,4017404478,4407286453,4463974191,4557748767,4359834244,5085120542,5475490833,4513022527,2765588434,3109997892
Euro area,EMU,Regions Clubbed Economically,Military expenditure (current USD),9333488690,10211208333,12018977968,13141136924,13774581638,14296250463,15142937237,16192206800,16284964293,17066487120,18274688982,20676596091,25365205816,31885138823,36253140529,42745056875,43494279287,49677832929,61075240668,73081453899,81356474662,72794606490,71277734500,69026670873,64591593596,65257987622,89274574886,1.11E+11,1.17E+11,1.14E+11,1.40E+11,1.38E+11,1.46E+11,1.30E+11,1.31E+11,1.44E+11,1.44E+11,1.29E+11,1.28E+11,1.27E+11,1.14E+11,1.12E+11,1.21E+11,1.49E+11,1.69E+11,1.71E+11,1.76E+11,1.97E+11,2.21E+11,2.15E+11,2.01E+11,2.08E+11,1.92E+11,1.93E+11,1.92E+11,1.64E+11,1.71E+11,1.83E+11,1.98E+11
Eritrea,ERI,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107737649.2,80198311.21,124996349.9,152271808.6,92756319.41,263001685.7,272856734.6,230670129.9,166550245.4,150764425.2,181583669,,,,,,,,,,,,,,,
Spain,ESP,Country,Military expenditure (current USD),232839815.9,239348772.1,308791693.5,316520311.1,386820000.7,439425746,560943076.5,545917155.9,668753624.8,805713226.3,859146961.8,900614349.2,1256164586,1521319435,1968178718,2108232941,2521013875,2808847050,3470695273,4910953932,5508356433,4977748533,4956242441,4770965313,4851949869,5077574145,6270618789,7921508651,8900414227,9302930296,11695038645,11680263754,12250195430,10041511353,10092671257,11439906271,11294316855,9865892241,10333417234,11113722490,10273779252,10222074075,10270839019,12880532801,15262458637,15997724220,17252217613,20065668635,22227721830,20178274985,19710785450,19695435494,18860623363,17242959322,17178549315,15188853150,14014439635,16043533257,18248291491
Estonia,EST,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13146559.88,25135735.38,36343487.58,41436607.71,53031652.18,59919847.48,73800541.32,78313308.56,93818539.9,122069530.7,171411923.9,204968180.2,265961745.8,315179053.3,444197516,505779818.3,434340865.2,332231196.9,389237580.9,436852911.6,479314460.8,512119045.1,463568814.5,497653404.3,537440226.9,618486125.4
Ethiopia,ETH,Country,Military expenditure (current USD),15335262.65,18555265.31,20185391.65,27289522.51,36140000,42900000,43420000,37000000,34660000,34420000,34540000,36134238.09,41043478.26,48433591.42,74758454.11,125072463.8,128043478.3,135048309.2,178212560.4,276328502.4,359323671.5,366980676.3,387367149.8,408405797.1,423019323.7,429444444.4,439202898.6,476618357.5,614855072.5,781521739.1,785048309.2,529033816.4,255343443.4,163850000,148691674.3,122460147.5,126454733.2,225417105.1,458549925.4,703704869.5,617541613.6,349808276.5,288932333.5,278673159.9,311038749,342066638.7,345687017,360140308.6,388187596.7,339627768,303617033.1,332441772.4,366539017.7,345064165.8,414476025.8,442551536.5,490177248.5,503158174.3,496621069.7
European Union,EUU,Regions Clubbed Geographically,Military expenditure (current USD),18900106694,20513847216,23162484939,25129718765,26446753894,27776682702,29387052892,31036878259,31765628324,33508676094,36153182000,40365629652,47281566361,55486414889,62222918711,72792051427,74197845724,83401208815,91153840119,99770483608,1.15E+11,1.05E+11,1.04E+11,1.00E+11,94938566031,97810085569,1.27E+11,1.53E+11,1.64E+11,1.62E+11,1.92E+11,1.93E+11,2.00E+11,1.77E+11,1.81E+11,1.94E+11,1.95E+11,1.80E+11,1.82E+11,1.79E+11,1.63E+11,1.62E+11,1.76E+11,2.14E+11,2.44E+11,2.49E+11,2.57E+11,2.91E+11,3.17E+11,2.98E+11,2.86E+11,2.97E+11,2.78E+11,2.78E+11,2.79E+11,2.44E+11,2.45E+11,2.57E+11,2.81E+11
Fragile and conflict affected situations,FCS,Regions Clubbed Economically,Military expenditure (current USD),,,,,,706587493.3,730767053,745449059.5,923762709.4,1135614514,1345531948,1368886198,1491718487,2005986063,3277074442,3671284748,4053395019,4700823643,5493887581,6655503263,8340274986,8868353455,5147947238,4641397190,5347560018,5022466014,5281422063,5210902008,5559891597,,5628613277,7322176202,7271030756,7202089238,,,7837091508,9106793992,10595222058,11809137984,13949146351,,,29382721297,36730207448,40338111644,8733903752,11101526593,14507932111,14053373364,12076704778,13350410039,16449796973,21901821911,21814358200,20556954653,17139676571,19451864579,15352665892
Finland,FIN,Country,Military expenditure (current USD),89557618.81,105350974.8,154403280.6,128576498.4,139910553.9,149572371.7,152916847.1,146661680.3,150060024,140291965.8,152891345.2,177615098.1,220831905.3,276967793.9,308807797.1,433161415.7,416956433.4,461856960.1,506869453,642602892.8,873508619.5,790880895.3,844911290.5,905188931.5,826070181.3,911349660.9,1223271001,1462231547,1704330620,1766586166,2141300984,2200991549,2075955550,1615424809,1756338984,1908986807,2021797095,1947002590,1959708814,1653905119,1558135250,1479270879,1611406522,2475059743,2892938124,2999391049,3128517474,3296557750,3958118334,3940584835,3717180505,4099505807,3943239958,4161139945,3985508352,3399134967,3415008250,3429968212,3849013845
Fiji,FJI,Country,Military expenditure (current USD),,,,,,,,,,,413396.8127,535616.7685,787703.1062,931727.0694,1353022.08,2056253.749,2751430.02,3651464.946,7239265.398,9572320.678,10367191.75,11361681.76,14939154.85,15102947.83,15601330.13,14008928.96,14591259.37,25131445.66,24673835.53,29083211.42,30542031.59,32482582.88,30539125.34,32041095.62,33665273.34,34700248.16,32851136.61,30962540.18,22598926.93,23811699.72,32039537.35,32811655.82,30914304.27,37296898.08,46798811.28,43111350.29,54067168.06,75576918.3,53585658.62,51285722.32,50408953.71,60785527.47,59221516.41,58108276.9,46079423.53,42418008.45,42649282.3,45705790.34,48412174.69
France,FRA,Country,Military expenditure (current USD),3881219690,4131003787,4493323590,4628060852,4917956554,5124506743,5414601741,5856108417,6129940876,5909705121,5882387677,6300175574,7531246912,9496156577,9954624929,13030408263,13304260893,15041676195,18873052740,22667912461,26427190947,23867080426,22522681678,21653641575,20212344345,20780557604,28454938061,34858734928,36104962946,35317062940,42589868779,42702599011,45123086054,42590872342,44392512323,47768110000,46403438584,41308251985,40041139680,38897240331,33814262023,33276659717,36403933933,45916973841,53007021661,52908769835,54516076830,60594986847,66009448127,66884028879,61781748108,64600927220,60035153811,62417099178,63613569143,55342131529,57358414419,60417498822,63799676593
Faroe Islands,FRO,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,FSM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Country,Military expenditure (current USD),,,,,,,,3008117.853,2989113.97,4350652.598,4638155.158,5498336.699,6673861.634,9421730.099,10494173.37,16844521.8,20117179.33,28927873.66,,56881751.77,68629307.08,88322642.61,88555899.77,86599171.8,80328270.29,95489724.28,136006884.1,,,,,,,,,,,,,,91295212.2,90036137.23,94693165.45,108396421.2,125121856.6,118111430.5,130237717.3,,,,268738503.9,265965337.6,278143957.1,282163387.6,208124753.5,170374503.3,202815390.7,267430770.8,261217395.1
United Kingdom,GBR,Country,Military expenditure (current USD),4587798165,4747398101,5005697998,5196797921,5508997796,5791097684,5984997606,6200583812,5563195549,5544595564,6074395140,6723936533,7860461050,8448664898,9346449845,11543753775,10766652890,11583506608,14217505105,18373780394,25363413472,24100707136,24785700685,23631058396,22732895544,23281158966,27216844988,31231666522,34304125087,33498698405,38943795645,42074283749,40774938835,34085881363,34493524143,34247823782,34490949485,35674878363,36866288852,36453353008,35254814799,35331927360,39659529123,46942962291,53970302831,55151564188,57482975674,65986089657,65619450480,57914627858,58082848795,60270435687,58495656721,56861759588,59182858554,53862185493,48118943518,46433303401,49997192521
Georgia,GEO,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67706683.56,44007707.13,41084456.98,25882678.36,18824291.43,23829967.87,33975807.04,42647402.88,70419742.78,214071430.1,404172025.9,931750564.2,1090160251,603655214.9,454178215.2,468779626.8,491982529.4,441878927,415642426.2,299514176.3,315194446.3,308227183.5,316508368.1
Ghana,GHA,Country,Military expenditure (current USD),20821777.35,27454210.3,27944464.05,31096095.34,33302237.24,35578415.39,47344505.52,,44271216.36,49026817.67,46918664.51,41139332.3,30202525.76,41052242.84,64121526.39,78825105.71,88961005.06,121717795.7,101354226.4,66362988.08,120610364.9,195559792.2,170273456.3,71148287.35,44624487.03,63162776.66,51650922.76,43338474.86,22760424.65,22626966.33,27612553.5,41427184.18,41663996.04,41004328.58,37823250.83,49054322.26,44417812.62,45483310.22,57453085.66,59277760.9,50882608.24,32352140.5,36975481.34,53244020.29,56353842.99,64196566.4,75732607.93,126077789,113668160.2,118290743.9,122480468.5,234327479.6,337260972.7,254997057.4,252653419,190515191.5,161751874.3,189129841.5,218444253.6
Gibraltar,GIB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Country,Military expenditure (current USD),,,,,,10492201.74,13895077.98,,14178651,14705286.61,15069880.49,26327764.42,31711404.23,36058910.7,,,,,85228280.98,71021091.75,60309243.02,52510728.9,52266833.59,,,,,,,,,71764178.4,55654040.29,43956503.99,45871747.51,,,44370189.81,45034483.32,55211186.39,45967931.21,87718398.82,98084865.17,84133949.31,81018570.1,,,,,,,,168913357.5,196818705.6,196945589.8,221414232.3,161856744.5,199317873.4,209150578.3
Gambia,GMB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,727666.8802,846805.02,1244263.419,1046935.943,1392344.227,2161462.759,2722988.351,3464911.112,3996271.673,3501687.892,2556388.668,2316899.696,2886551.708,3929706.231,4176388.698,4049572.023,3519056.437,3323532.172,2454230.2,2259285.664,1997861.937,1931395.5,2985085.073,2786319.244,4547026.14,17163533.46,7095299.575,,,11173079.86,10378890.69,14599956.87,14288131.91,,,11487224.94
Guinea-Bissau,GNB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,9407751.857,18064755.2,6465128.712,4652567.483,6128820.138,3883662.224,,4434725.155,,,,,2016728.765,2211919.911,1897743.657,1817811.122,2900235.951,,9531360.608,6183163.515,6363093.769,7505161.734,,12116374.83,,,,13744583.7,17129808.17,17519804.35,24491750.68,21710792.65,21470829.16,17036943.11,,,
Equatorial Guinea,GNQ,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379301.339,3447875.179,,,,,,,,,,,,196314371.7,292754658.8,371927587.9,,,,,166540254.6,,18233154.2,,
Greece,GRC,Country,Military expenditure (current USD),170327798.1,167762365.8,170034222.7,179495712.8,188207553.1,209674799.6,238979294.9,313035616.3,366771882.7,425403589.9,473596990.5,515997642,573692101.5,674802452.2,1049955703,1433217345,1559887280,1838775321,2118929495,2424261939,2275580289,2578400684,2638652976,2195463586,1994286405,1927083076,1998816951,2399225050,2749556829,2560254614,3193376484,3146899035,3623052915,3364413330,3587244914,4179913247,4613167577,4573516492,4824257169,5012285642,4564522446,4428103552,4734177215,5035585542,6267468787,7028428593,7607186182,8533090258,10574138499,10641348183,8163619387,7128608267,5914988423,5655183036,5531285909,4818121326,4963484464,5093788906,5227152013
Grenada,GRD,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Country,Military expenditure (current USD),12084076.43,12084076.43,11954140.13,14812738.85,12993630.57,18580891.72,19100636.94,21179617.83,20400000,17600000,32300000,22200000,24000000,23400000,28400000,44900000,55500000,75200000,71700000,90200000,103760000,162640000,176590000,184250000,207480000,224420000,140853333.3,124028000,146588384.4,151627061.3,132196105,119310860.5,153753024.3,144445075.4,153011545.4,158348657.5,141370462.9,132112832.6,139804367.7,123754165.2,157848092.8,196765577.5,158368119.3,178771794,114893349.3,104467679.9,130546929.2,135925872.8,166494048.3,147410544.1,169798840.1,197433150.7,224366543.6,249757853.4,245672981.8,252455480.6,290912704,275014798.5,278420891.5
Guam,GUM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Country,Military expenditure (current USD),,,,,,,,,,,,,,5032808.212,11136757.59,32436379.69,34000000,24274509.8,17333333.33,17176470.59,21882352.94,22400000,24710000,22100000,20740845.14,38971271.33,27829660.94,10619291.23,11020000,6023830.213,3589328.49,2031374.373,3625349.994,4436526.474,5485552.101,5691560.614,5558340.16,,,,12585649.29,14371052.9,16652243.46,16345330.57,22132238.74,18506566.6,19176973.64,24971954.12,30520593.42,31055650.89,31075055.49,32416747.54,33542606.6,35163485.79,39280999.18,46447838.13,51562130.82,59724939.47,59809426.6
High income,HIC,Regions Clubbed Economically,Military expenditure (current USD),67365066350,71298783053,78546030973,80624586880,81104159614,83281216705,97255207625,1.12E+11,1.18E+11,1.21E+11,1.23E+11,1.23E+11,1.35E+11,1.49E+11,1.65E+11,1.79E+11,1.85E+11,2.18E+11,2.41E+11,2.70E+11,3.09E+11,3.39E+11,3.86E+11,3.78E+11,3.92E+11,4.17E+11,4.58E+11,5.16E+11,5.48E+11,5.57E+11,6.09E+11,5.97E+11,6.24E+11,5.98E+11,5.97E+11,6.10E+11,5.99E+11,5.89E+11,5.80E+11,5.90E+11,6.01E+11,6.05E+11,6.63E+11,7.72E+11,8.64E+11,9.20E+11,9.62E+11,1.04E+12,1.15E+12,1.19E+12,1.23E+12,1.28E+12,1.25E+12,1.21E+12,1.19E+12,1.11E+12,1.10E+12,1.13E+12,1.20E+12
Hong Kong ,HKG,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Country,Military expenditure (current USD),3920000,3830000,3830000,3820000,5850000,6250000,6500000,6800000,7050000,7200000,9900000,11400000,15449922.75,15950000,16900000,21400000,23700000,31800000,43100000,49550000,57000000,60500000,67000000,70000000,81000000,94000000,105500000,122500000,132000000,138000000,67120949.03,47398089.41,,40592869.13,,,,,,,52462396.89,62951976.58,63602176.06,82195176.79,60561786.64,62589274.81,75595918.54,95924340.17,132428400.6,156802557.3,170186979.7,200358405.9,212341274.3,294917779.4,314071900.2,356259475.5,363272338.5,398460128.4,410414895.1
Heavily indebted poor countries (HIPC),HPC,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,326483888.5,393983669.8,503516298.4,561652138,607309530.3,715390790.9,937839065.3,1138972594,1217248455,1535833757,2121241402,2459925045,2759253746,2664409279,2418373210,2169334436,2422006409,2358199368,2465152768,2475871975,2779612120,2428788365,4757702034,3522538191,2145332027,2547853573,1621355698,1473607055,1700180261,1814603452,2278128552,2871721142,2824352742,2323662526,2386117156,2847407505,3943927941,4041915987,4885281803,6301159293,8176416377,7913543890,5201216707,5455659990,5521179381,6953091870,7576601060,8755786302,9948137357,11747528682,9009353604
Croatia,HRV,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782003661.3,1168936759,1625222365,2060388930,1938698897,1797184681,1427264827,1035949008,659775033.3,629464103.8,733680739.1,709399147.2,730867004.5,799160901.2,849431034.7,978853732.1,1295957074,1129098496,1015876654,1106464042,955320163.6,956952644.1,906625906.4,753544947.7,702005705.9,784300763.1,889523365.3
Haiti,HTI,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972400,2231550,2670400,2623227.387,1743605.937,1649639.306,1599966.755,2478871.189,,,,,,,,,,,,,,,,,,51595.84748,53511.5951,73562.29689,64514.31661,73613.49246,79690.88817
Hungary,HUN,Country,Military expenditure (current USD),,,,,,,,,150166666.7,173333333.3,223333333.3,225670995.1,231632283.7,263447030.8,308005578.3,366147086.5,382438611.4,419914698.7,538098139.6,621170386.2,740802218.1,757701599.6,750740503.1,700708442,641103030.3,1025550984,765838789.8,823921397.5,1027508668,812646128.2,847389246.9,722549153.4,812017967.2,735860385.6,757131989.3,612184817.1,585271901.8,695972460.9,618464380,702942491.1,715857664.8,845055673.8,1079154824,1401561253,1532612234,1596087843,1410071771,1776464117,1867877499,1475818169,1350820413,1472069832,1322277703,1280050962,1209801890,1132476292,1288676093,1463013911,1642338440
IBRD only,IBD,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82474271795,81709930609,77877892586,83955769232,80391622669,90397052354,1.02E+11,1.11E+11,1.19E+11,1.09E+11,1.10E+11,1.17E+11,1.25E+11,1.24E+11,1.37E+11,1.60E+11,1.90E+11,2.23E+11,2.72E+11,3.32E+11,3.48E+11,3.94E+11,4.47E+11,4.85E+11,5.27E+11,5.39E+11,5.15E+11,5.16E+11,5.46E+11,5.67E+11
IDA & IBRD total,IBT,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90774254019,93938160188,90710770377,96442934058,92660929773,1.04E+11,1.15E+11,1.25E+11,1.33E+11,1.24E+11,1.26E+11,1.35E+11,1.44E+11,1.45E+11,1.72E+11,2.02E+11,2.36E+11,2.38E+11,2.89E+11,3.53E+11,3.69E+11,4.14E+11,4.70E+11,5.09E+11,5.52E+11,5.67E+11,5.43E+11,5.45E+11,5.79E+11,5.98E+11
IDA total,IDA,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,2213458034,2346597100,2462034572,2935368242,3803197761,6211216035,6148183101,7285430430,8250696140,9296219595,10479185150,9835828997,9672421124,9579802812,10058214369,9974014548,9986401508,10014280883,10807424480,8299982224,12228229579,12832877791,12487164825,12269307104,13400385127,12973835679,13641580654,13854110924,15320739052,16481845527,18102789374,18150306601,21206317620,35044160179,42284982129,46067154114,15170684125,17693939865,20821720367,21156723247,20511532537,23226317552,24500032997,25813478517,28166101581,28737879245,29446536226,32865877910,30759077875
IDA blend,IDB,Regions Clubbed Economically,Military expenditure (current USD),232225199.5,238385198.8,238980184.9,267022200.7,318080233.8,531073409.3,635393522.2,753223375.9,908561338.4,1295280273,1394418063,1486384619,1508915386,1674063404,2185762661,4092690095,3860862628,4602630038,4785794496,5165462315,5380096503,4737113419,4404780520,4398809167,4056963012,3914243295,3524882305,3680398017,3881239535,3617081109,4029966723,4252949464,4449943588,4348579781,4323737259,5075528754,5153635973,5113438814,5091142989,4471037340,4193815244,4225019905,5408171402,5182392181,5744299549,6164172574,6831454770,7499182929,8207457327,7911145924,9462065394,10797708537,11658703265,12376257007,13636959928,13436097590,14161500781,15484267604,15928906418
Indonesia,IDN,Country,Military expenditure (current USD),,,,,,,,,,,,,,,698192771.1,1063855422,1275301205,1468674699,1627662342,1552431166,2114454046,2654105930,2741068094,2047257950,2002310077,1923319347,1734616704,1347598625,1356706413,1409556738,1613975396,1697029205,1887635966,1933304585,2239731575,2478753541,2874845238,3231358571,972702125.1,1135147005,1129542840,919022697.8,1369857129,2134746704,2428947795,2146270791,2611875117,3348758342,3232202215,3304459138,4663365759,5838026186,6531097955,8384028601,6929255301,7639095193,7385408685,8178144377,7437197348
IDA only,IDX,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,1261304838,1617435099,2118525940,2287320474,2682800392,3464901643,4130757280,5099088647,5098715578,5267640604,5180993645,6001251356,6059771253,6461519203,6333882866,6926184945,4682901115,8198262856,8579928327,8037221237,7920727323,9076647869,7898306924,8487944681,8740672110,10229596063,12010808187,13908974129,13925286696,15798146219,29861767998,36540682580,39902981540,8339229355,10194756936,12614263041,13245577323,11049467142,12428609015,12841329732,13437221510,14529141653,15301781655,15285035445,17381610306,14830171457
Isle of Man,IMN,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Country,Military expenditure (current USD),681765681.8,748388248.4,1065436065,1795449295,1986654487,2125989626,1661154906,1487733333,1586866667,1691433333,1832966667,2255256983,2497244706,2529921054,2895415720,3323646801,3294910612,3477080945,3975819130,4589738352,5420809519,5879007036,6302107956,6830768698,6956682449,7567024020,9539363086,10877406164,11346419153,10589796925,10537035450,8622473881,8083231410,8253542581,8880551226,9754464630,9904672736,11464883390,11920610818,13895562461,14287514241,14600642346,14749667252,16333986643,20238566527,23072312925,23951927958,28254773450,33002376727,38722154392,46090445657,49633815794,47216920048,47403528801,50914108341,51295483754,56637622641,64559435281,66510289108
Not classified,INX,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Country,Military expenditure (current USD),25800590.11,27564733.02,29163487.53,30210947.39,36054670.79,39086791.42,38314978.9,39693241.93,37141485.43,41630596.27,50986848.32,63486922.17,84039646.65,98307831.83,111205418.9,154362392.7,152839849.3,171725706,217465500,290141008.5,362511166.6,327043451.1,342048872.7,310258091.7,284275226.2,301495819,409081178.2,435378990.4,453486447,434222056,594006010.4,624932658.1,674035044.5,597723765.6,633699379.1,702039703.1,750987245.8,765305513.3,742402153.2,741508607.8,694674774.3,767778364.4,811255940.9,965199981,1101860647,1144978361,1190379117,1372225370,1582890834,1415725373,1274228688,1300331547,1157531730,1195763444,1192733691,997005656,1001610418,1025063447,1207582357
Iran,IRN,Country,Military expenditure (current USD),98679867.99,105940594.1,109900990.1,128712871.3,155445544.6,200000000,256105610.6,331023102.3,437293729.4,566006600.7,620132013.2,402310231,371947194.7,480857166.9,3877862663,5951043742,7186307294,7617207960,8113739881,4993779939,4874889400,8121567621,9703525315,10550357293,9926303622,10706415945,11741433342,15263376570,18889008563,16301812932,16474401698,17549594830,19732558015,1448177703,1703171536,2501544190,3550986964,4642384616,5479362942,6650285144,8327053824,10378791766,3243891033,3717068450,5243621133,6796744965,8751474767,9330901882,11081950209,12584623339,13561272454,14277667361,16493963287,11997186984,9901105170,10588769671,12263957415,13931196490,13194151137
Iraq,IRQ,Country,Military expenditure (current USD),118726952.5,125481949.8,135064946,163218934.7,185198925.9,225742909.7,234996906,234541906.2,291437883.4,375997849.6,401050839.6,426263340.2,466113288.1,665185289,1427457784,1590171817,1761176240,2007693506,1986021658,2371712821,2976492818,4086497762,,,,,,,,,,,,,,,,,,,,,,,613724869.6,1120278533,1236081013,1989948747,3116304020,3237179487,3752905983,4278632479,4141066054,7780188679,6921269719,9604231011,5970383698,7416385135,6317977150
Iceland,ISL,Country,Military expenditure (current USD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,Country,Military expenditure (current USD),190277777.8,241805555.6,210604174.5,259250864.2,278584261.9,313917713.1,375501251.7,605514168.1,690001971.4,872002491.4,1259646456,1270657787,1461373750,2574504910,3475602770,3758315381,3648665017,3180556220,3117508058,3394518704,4120814786,4700103232,4518481889,4265358582,4214300331,4004517114,4386224325,5995553855,7694798541,6270727555,7375654517,10548894781,8262053674,8758471677,8780366219,8976693112,9601957420,9693753398,9145784898,8645271101,9407761463,9607416508,10090890495,10827490776,11127065294,10919173621,11558970817,12128941564,14191949919,14030376087,14605298604,16343210462,15567095862,17319707976,18485829607,16969432086,14783814748,15581608422,15946788601
